Title,Author,Subjects,First Publish Year,Edition Count,ISBN
The GREAT GATSBY (A Scribner Classic),-Author-,,1992.0,1.0,
Maximum Bob,Elmore Leonard,,1991.0,26.0,
New York City Restaurants 3 Ed,Not Found,Not Found,,,
Washington Square (Classics Library (NTC)),Not Found,Not Found,,,
Darwin's Children,"Greg Bear, Jean-Daniel Brèque, Scott Brick",,2001.0,17.0,
Fallen Dragon,"Margaret Weis, Tracy Hickman",,2000.0,10.0,
Blood Music,"Greg Bear, George Guidall",,1985.0,23.0,
Axiomatic,Greg Egan,,1995.0,7.0,
Vacuum Diagrams,Stephen Baxter,,1997.0,9.0,
MAROONED REALTIME,Vernor Vinge,,1986.0,8.0,
Eon : A Novel (Eon),Not Found,Not Found,,,
Look to Windward,Iain M. Banks,,2000.0,22.0,
Ssn,Tom Clancy,,1996.0,21.0,
Red Storm Rising,"Tom Clancy, T CLANCY",,1983.0,35.0,
Flight of the Old Dog,Dale Brown,,1987.0,11.0,
Treachery and Treason,Laura Anne Gilman,,2000.0,1.0,
Mixed Signals (Alabaster Books),Not Found,Not Found,,,
The Stranger Beside Me,Ann Rule,,1980.0,28.0,
The Invisible Circus : A Novel,Not Found,Not Found,,,
Butterfly,Julia Alvarez,,1994.0,16.0,
Omerta,Mario Puzo,,2000.0,28.0,
When Dinosaurs Ruled the Basement (An Avon Camelot Book),Not Found,Not Found,,,
"The Case of the Buried Treasure (Jigsaw Jones Super Special, 1)",Not Found,Not Found,,,
Mrs. Piggle-Wiggle's Farm,"Betty MacDonald, Betty MacDonald",,1954.0,13.0,
The Ship Who Won,"Anne McCaffrey, Jody Lynn Nye",,1994.0,7.0,
"In Bed With The Boss (Harlequin Presents, 2009)",Not Found,Not Found,,,
DIANA: HER TRUE STORY : DIANA: HER TRUE STORY,Andrew Morton,,1992.0,43.0,
"Goodbye, Vietnam",Gloria Whelan,,1992.0,5.0,
Daughters of Captain Cook (International fiction list),Not Found,Not Found,,,
Expecting...And In Danger  (Dynasties:The Connellys),Eileen Wilks,,2002.0,1.0,
The Royal Treatment  (Crown And Glory),Maureen Child,,2002.0,2.0,
The Seal's Surprise Baby,Amy J. Fetzer,,2002.0,1.0,
Beyond the Stars,Barbara Cartland,,1989.0,5.0,
Do You Take This Enemy  (Stallion Pass),Sara Orwig,,2002.0,1.0,
"Taming The Outlaw  (Man Of The Month) (Silhouette Desire, No. 1465)",Not Found,Not Found,,,
Year's Best SF 7,Unknown,,2002.0,1.0,
Good As Gold,Joseph Heller,,1976.0,16.0,
Up the Down Staircase,Bel KAUFMAN,,1965.0,7.0,
A Place in the Sun,Jill Rubalcaba,,1997.0,5.0,
The Death of Tecumseh (Adventures in Canadian History : the Battles of the War of 1812),Pierre Berton,,1994.0,1.0,
Access 2000 Client/Server Solutions: The In-depth Guide to Developing Access Client/Server Systems,Not Found,Not Found,,,
The Shakespeare Stealer,Gary L. Blackwood,,1998.0,7.0,
Mastering ColdFusion 4,"Arman Danesh, Kristin Aileen Motlagh",,1999.0,1.0,
Kon-Tiki: Across the Pacific by Raft,"Hesselberg, Erik, Illustrated by b&w Illus",,1951.0,1.0,
Fair Blows the Wind,Louis L'Amour,,1900.0,12.0,
Westward the Tide,Louis L'Amour,,1977.0,7.0,
The Ghost of Eagle Mountain (Girl Talk),Not Found,Not Found,,,
Family Matters,Rohinton Mistry,,2001.0,10.0,
Farm Fatale: A Comedy of Country Manors,Not Found,Not Found,,,
Cooking for Harry : A Low-Carbohydrate Novel,Not Found,Not Found,,,
Idyll Banter : Weekly Excursions to a Very Small Town,Not Found,Not Found,,,
I Sailed with Magellan,Stuart Dybek,,2004.0,2.0,
Rumor Has It,Celia Scott,,1990.0,1.0,
Three Ply Yarn,Caeia March,,1986.0,2.0,
As On A Darkling Plain,Ben Bova,,1972.0,5.0,
The True Believer: Thoughts on the Nature of Mass Movements,"Eric Hoffer, Eric Hoffer",,1951.0,23.0,
About Yvonne,Donna Masini,,1997.0,5.0,
Og Mandino's Great Trilogy: The Greatest Salesman in the World/the Greatest Secret in the World/the Greatest Miracle in the World,Unknown,,,1.0,
Foundation Trilogy,Isaac Asimov,,1950.0,54.0,
Getting into Films &amp; Television: How to Find the Best Way in (Jobs &amp; Careers),Mel London,,1977.0,3.0,
Gsilent People,Not Found,Not Found,,,
Seek the Fair Land,Walter Macken,,1959.0,6.0,
Don't Call That Man,Rhonda Findling,,1999.0,2.0,
The Positive Way to Change Your Life,Norman Vincent Peale,,1982.0,4.0,
Know Yourself: Achieve Your Goals Through Better Self-Knowledge,Not Found,Not Found,,,
Wilde Schafsjagd.,Not Found,Not Found,,,
"Tom Clancy's Power Plays: Cutting Edge (Power Plays, 6)",Not Found,Not Found,,,
One Foot in Eden: A Novel,Not Found,Not Found,,,
Captain Saturday: A Novel,Not Found,Not Found,,,
A Place Called Wiregrass,"Morris, Michael",,2004.0,1.0,
Black Dogs,Ian McEwan,,1992.0,25.0,
Appointment with Il Duce,Hozy Rossi,,2001.0,2.0,
Wish You Were Here,Jodi Picoult,,2021.0,2.0,
Oscar and Lucinda,Peter Carey,,1988.0,19.0,
JardÃ­n sombrÃ­o,Not Found,Not Found,,,
The Wild Bunch at Robbers Roost,Pearl Baker,,1971.0,2.0,
Mythology : Timeless Tales of Gods and Heroes,Edith Hamilton,,1942.0,1.0,
The Devil's Larder,Jim Crace,,2001.0,7.0,
Burning Marguerite,Elizabeth Inness-Brown,,2003.0,3.0,
Final Harvest : Poems,Unknown,,,1.0,
The Nearby Faraway: A Personal Journey Through the Heart of the West,Not Found,Not Found,,,
Sons of Fortune (Ay Adult - Archer),Not Found,Not Found,,,
The Nazi Officer's Wife : How One Jewish Woman Survived the Holocaust,Not Found,Not Found,,,
The Coffee Trader : A Novel (Ballantine Reader's Circle),Not Found,Not Found,,,
The True Sources of the Nile,Sarah Stone,,2002.0,1.0,
American Jihad: The Terrorists Living Among Us,Unknown,,,1.0,
The Art of Possibility: Transforming Professional and Personal Life,Not Found,Not Found,,,
The Hemingway Book Club of Kosovo,Paula Huntley,,2003.0,3.0,
The Blooming of a Lotus: Guided Meditation Exercises for Healing &amp; Transformation,Not Found,Not Found,,,
Borrowed Finery: A Memoir,Not Found,Not Found,,,
"To the Edge of the Sky: A Story of Love, Betrayal, Suffering, and the Strength of Human Courage",Not Found,Not Found,,,
The Majesty of the Law : Reflections of a Supreme Court Justice,Not Found,Not Found,,,
Death by Hollywood,Steven Bochco,,2003.0,11.0,
Chinese Playground : A Memoir,Not Found,Not Found,,,
Murder in Palm Springs,Mike Romano,,2000.0,2.0,
Casa Rossa,Francesca Marciano,,2002.0,4.0,
BEGINNING ANEW,Bernard Bailyn,,2003.0,2.0,
Anger: Wisdom for Cooling the Flames,Not Found,Not Found,,,
The Good Women of China : Hidden Voices,Xinran,,2004.0,1.0,
Land of a Thousand Hills: My Life in Rwanda,Cyrus Jude,,2021.0,1.0,
The Fisher King : A Novel,Not Found,Not Found,,,
The Human Stain : A Novel,Marilyn Herbert,,2005.0,1.0,
The Country Under My Skin: A Memoir of Love and War,Not Found,Not Found,,,
The Long Haul: A Novel,Denys Arthur Rayner,,1960.0,1.0,
Kundun,Mary Craig,,1997.0,7.0,
Drinking Coffee Elsewhere,ZZ Packer,,2003.0,2.0,
Memoirs of a Beatnik,Diane di Prima,,1969.0,5.0,
Man Out of Time,Mark Waid,,2011.0,1.0,
Kate Remembered,A. Scott Berg,,2003.0,8.0,
Katharine the Great: Katharine Graham and Her Washington Post Empire,Not Found,Not Found,,,
Canone Inverso,Paolo Maurensig,,1996.0,5.0,
Terrorism and War (Open Media Pamphlet Series),Not Found,Not Found,,,
"Berlin Diaries, 1940-1945",Marie Vassiltchikov,,1985.0,6.0,
Return to the Scene of the Crime: A Guide to Infamous Places in Chicago,Not Found,Not Found,,,
The House of Mirth: Authoritative Text Backgrounds and Contexts Criticism (A Norton Critical Edition),Not Found,Not Found,,,
Cattleman's Pride (Silhouette Romance),Not Found,Not Found,,,
When Lightning Strikes (1-800-Where-R-You),Meg Cabot,,2001.0,1.0,
Trauma Junkie: Memoirs of an Emergency Flight Nurse,Not Found,Not Found,,,
See Jane Date,Melissa Senate,,2001.0,3.0,
Prison Blues,Anna C. Salter,,2002.0,1.0,
Tell Me Lies (Tell Me Lies),Carola Lovering,,2018.0,5.0,
Fat Girls and Lawn Chairs,Cheryl Peck,,2004.0,5.0,
Caucasia,Danzy Senna,,1998.0,9.0,
Got a Hold on You,Pat White,,2003.0,1.0,
"Tyrone's Story (Degrees of Guilt, 3)",Not Found,Not Found,,,
"Degrees of Guilt: Miranda's Story (Degrees of Guilt, 2)",Not Found,Not Found,,,
"Degrees of Guilt: Kyra's Story (Degrees of Guilt, 1)",Not Found,Not Found,,,
Free Prize Inside: The Next Big Marketing Idea,Not Found,Not Found,,,
Guilty Creatures,Dennis Kezar,,2001.0,3.0,
"The Moon by Night (Morris, Lynn)",Not Found,Not Found,,,
Ladies Choice,Jayne Ann Krentz,,1989.0,5.0,
"Mary-Kate &amp; Ashley Sweet 16 #6: My Best Friend's Boyfriend : (My Best Friend's Boyfriend) (Mary-Kate and Ashley Sweet 16, 6)",Jacqueline Carrol,,2002.0,1.0,
No Use Dying over Spilled Milk: A Pennsylvania Dutch Mystery With Recipes (Pennsylvania Dutch Mysteries with Recipes (Paperback)),Not Found,Not Found,,,
Strange Bedpersons,Jennifer Crusie,,1994.0,6.0,
Lead Me On,Victoria Dahl,,2010.0,6.0,
Stuffed: Adventures of a Restaurant Family,Patricia Volk,,2003.0,1.0,
Kiss Lonely Goodbye,Lynn Emery,,2003.0,5.0,
Room Service,Jill Shalvis,,2006.0,2.0,
Harlem Sunset,Nekesa Afia,,2022.0,2.0,
Becoming Maren,Africa Fine,,2003.0,1.0,
The Crush,Sandra Brown,,2002.0,26.0,
Tiles and Tribulations (Den of Antiquity Mysteries),Not Found,Not Found,,,
The Chocolate Bear Burglary: A Chocoholic Mystery (Chocoholic Mysteries),Not Found,Not Found,,,
Honey Moon,John Tobin,,1805.0,30.0,
Chocolate Chip Cookie Murder (Hannah Swensen Mysteries (Paperback)),Not Found,Not Found,,,
The Last Suppers,Charles McCarry,,1983.0,11.0,
A Tax Deductible Death,Malinda Terreri,,2001.0,1.0,
Motherhood Is Murder,Diana Orgain,,2010.0,2.0,
Living Large,"Hill, Donna, Rochelle Alers, Brenda Jackson, Francis Ray",,2003.0,1.0,
Eat Drink and Be Wary: A Pennsylvania Dutch Mystery With Recipes (PennDutch Mysteries),Not Found,Not Found,,,
"GIVER, THE (Yearling Books (Paperback))",Not Found,Not Found,,,
Murder on the Glitter Box,"Allen, Steve",,1989.0,3.0,
Rebel: The Life and Legend of James Dean,Donald Spoto,,1996.0,2.0,
The Fruit of Stone,Mark Spragg,,2002.0,3.0,
Boone'S Lick,Larry McMurtry,,2000.0,9.0,
Angels Flight (Detective Harry Bosch Mysteries),Not Found,Not Found,,,
Turn of the Screw (Dover Thrift Editions),Henry James,,2021.0,1.0,
The Professor's House (Vintage Classic),Not Found,Not Found,,,
Women Sleuths (Academy Mysteries Novellas),Unknown,,1991.0,1.0,
Misterio de Merlin,Not Found,Not Found,,,
Tristes armas (FÃ³ra de xogo),Not Found,Not Found,,,
A Connecticut Yankee in King Arthur's Court (Bantam Classic),Not Found,Not Found,,,
El Fantasma De Canterville,"Oscar Conti, Esther Tusquets Guillén",,2012.0,4.0,
El Diablo De LA Botella/the Bottled Imp,Robert Louis Stevenson,,1996.0,1.0,
La Venganza de la Bruja,Not Found,Not Found,,,
Los Extraterrestres - 4,Estás Aquí,,2019.0,1.0,
"Cueva Embrujada - 3, La",Not Found,Not Found,,,
El Aullido del Fantasma - 2,Not Found,Not Found,,,
El Mono Blanco - 9,Not Found,Not Found,,,
Zen in the Art of Writing,Ray Bradbury,,1990.0,19.0,
The Glass Teat: Essays of Opinion on the Subject of Television,Not Found,Not Found,,,
Sunshine Sketches of a Little Town (New Canadian Library),Not Found,Not Found,,,
The Theban Plays (Penguin Classics),Sophocles,,1967.0,1.0,
A Rulebook for Arguments,Anthony Weston,,1987.0,3.0,
"Life in the Word: Teachings, quotes, personal insights, and humor from one of today's leading ministers",Not Found,Not Found,,,
10 critical keys for highly effective Mormon families,William G. Dyer,,1994.0,1.0,
365 TV-Free Activities You Can Do with Your Child,"Steven J. Bennett, Ruth Bennett",,1996.0,3.0,
"Pillar of Light: A Historical Novel (Work and the Glory, Vol 1)",Not Found,Not Found,,,
Complete Stories,Arthur Conan Doyle,,1900.0,119.0,
Complications: A Surgeon's Notes on an Imperfect Science,Not Found,Not Found,,,
Stones for Ibarra (Penguin Contemporary American Fiction Series),Not Found,Not Found,,,
Bad Girl Creek : A Novel,Not Found,Not Found,,,
Diary of a Manhattan Call Girl,Tracy Quan,,2001.0,10.0,
Kits Law,Donna Morrissey,,1999.0,10.0,
House Made of Dawn (Perennial Library),N. Scott Momaday,,1989.0,2.0,
Code to Zero,Ken Follett,,2000.0,36.0,
Chariot,Mary Renault,,1953.0,41.0,
The Matchlock Gun,"Walter D. Edmonds, Paul Lantz",,1941.0,13.0,
Only Planet of Choice: Insight from the Far Reaches of the Universe,Not Found,Not Found,,,
Jew Boy,Alan Kaufman,,2000.0,6.0,
Wild at Heart,John Eldredge,,2001.0,13.0,
The Bluebook Solution,Ceil Cleveland,,2002.0,1.0,
Sirens,Kurt Vonnegut,,1959.0,31.0,
The Master Cure,Charles H. Buck,,1989.0,1.0,
The Marilyn Tapes: A Novel,Not Found,Not Found,,,
Getting Over It,Anna Maxted,,2000.0,9.0,
The Protocol,"Tobias S. Buckell, Eric Nylund",,2008.0,10.0,
Daughter of the Fifth Moon,Lynn Armistead McKee,,2001.0,1.0,
American Daughter Gone to War: On the Front Lines With an Army Nurse in Vietnam,Not Found,Not Found,,,
The Scandalous Summer of Sissy LeBlanc : A Novel,Not Found,Not Found,,,
Mr. X,Peter Straub,,1999.0,11.0,
Hidden Riches,Nora Roberts,,1994.0,33.0,
Daughters of Song,Paula Huston,,1995.0,1.0,
White Doves at Morning : A Novel,Not Found,Not Found,,,
An Amateur Corpse,Simon Brett,,1978.0,14.0,
The Inheritance (Penguin Classics),Not Found,Not Found,,,
Stories,Hans Christian Andersen,,1850.0,145.0,
Dead As a Dodo: A Homer Kelly Mystery (Viking Mystery Suspense),Not Found,Not Found,,,
The Shortest Day: Murder at the Revels : A Homer Kelly Mystery,Not Found,Not Found,,,
Good Terrorist,Doris Lessing,,1985.0,25.0,
Summer of My German Soldier,"Bette Greene, Bette Greene",,1973.0,44.0,
Wlt: A Radio Romance,Not Found,Not Found,,,
Babycakes,Armistead Maupin,,1984.0,17.0,
Washington Square,Henry James,,1880.0,219.0,
War Between the Tates,Alison Lurie,,1974.0,7.0,
Gluttony: Ample Tales of Epicurean Excess,Not Found,Not Found,,,
A Relative Stranger: Stories,Not Found,Not Found,,,
A Stolen Past,John Knowles,,1983.0,3.0,
Jewel in the Crown,Paul Scott,,1966.0,24.0,
Heat and Dust (Perennial Library),Not Found,Not Found,,,
Particularly Cats,Doris Lessing,,1967.0,9.0,
The Normandie Affair,Elizabeth Villars,,1982.0,5.0,
A man and two women: Stories (A Touchstone book),Not Found,Not Found,,,
Another Self (Common Reader Editions),Not Found,Not Found,,,
Jane and Prudence,Barbara Pym,,1953.0,17.0,
Patriotic Murders,Peter Stehman,,2018.0,3.0,
The Silent Gondoliers: A Fable by S. Morgenstern,Not Found,Not Found,,,
The Naive and Sentimental Lover,John le Carré,,1971.0,20.0,
Tango November,"Howlett, John",,1976.0,3.0,
The Michaelmas Tree,Helen Ashfield,,1982.0,1.0,
Ice Stars (All Aboard Reading. Level 3),Not Found,Not Found,,,
"The Mystery on the Ice (Boxcar Children Special (Cloth), No 1)",Not Found,Not Found,,,
Winnie Ille Pu: A Latin Version of A. A. Milne's Winnie-The-Pooh,Not Found,Not Found,,,
Tennis Shoes,Chris Heimerdinger,,1989.0,3.0,
The Hat,"Dr. Seuss, Simon Mugford",,1957.0,85.0,
Phantom,Norton Juster,,1961.0,64.0,
Remember Me: A Search for Refuge in Wartime Britain,Not Found,Not Found,,,
Blood Relations,Franklin W. Dixon,,1988.0,4.0,
Holidays on Ice: Stories,Not Found,Not Found,,,
The Late Child,Larry McMurtry,,1995.0,6.0,
Hide &amp; Seek,"Corrie ten Boom, Elizabeth Sherrill, John Sherrill, John Scherrill, Jill De Haan, Daniel Strange",,1971.0,56.0,
"Darkness, Take My Hand (Patrick Kenzie/Angela Gennaro Novels)",Not Found,Not Found,,,
Wanderlust,"Rebecca Solnit, Liisa Ivary",,2000.0,13.0,
"Mr. Wilson's Cabinet Of Wonder : Pronged Ants, Horned Humans, Mice on Toast, and Other Marvels of Jurassic Technology",Not Found,Not Found,,,
Looking Back,John Osborne,,1957.0,20.0,
Power of a Woman,Barbara Taylor Bradford,,1997.0,24.0,
Summer in Eclipse Bay,Jayne Ann Krentz,,2002.0,4.0,
"Besieged (Harlequin Historical, No 289)",Not Found,Not Found,,,
"Whirlwind (Tyler, Book 1)","Nancy Martin, Martin, Nancy",,1992.0,1.0,
"Tyler #2 Bright Hopes (Tyler, No. 2)",Terri Libenson,,2021.0,10.0,
False Prophet: A Peter Decker/Rina Lazarus Mystery (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Not Found,Not Found,,,
Scare Tactics,John Russo,,1992.0,1.0,
Travels,Jonathan Swift,,1726.0,1809.0,
Body Count,P. D. Martin,,2007.0,6.0,
E.T.The Extra-Terrestrial: A Novel,Not Found,Not Found,,,
Le cadeau du millionnaire: Un conte sur le travail et l'amour,Not Found,Not Found,,,
Lake Wobegon Days (Wisconsin),Not Found,Not Found,,,
Wake Up Barbara and Help Me Find this Snake,Barbara Watson,,2002.0,1.0,
Proust: Swann's Way (Landmarks of World Literature),Not Found,Not Found,,,
What's a Birthday Mama?,Pegi Handley,,2000.0,1.0,
The Letter of the Law,Carole Berry,,1987.0,3.0,
Carrie,Stephen King,,1974.0,112.0,
Review Book for Clep General Social Science Examination,Not Found,Not Found,,,
The Book of Daniel: A Novel,E. L. Doctorow,,,1.0,
Switcheroo,Nancy E. Krulik,,2002.0,11.0,
REMEMBER ME,Christopher Pike,,1989.0,12.0,
Twanged,Carol Higgins Clark,,1998.0,9.0,
Stranger Is Watching,Mary Higgins Clark,,1977.0,19.0,
Death in Lovers' Lane (Henrie O Mysteries (Paperback)),Not Found,Not Found,,,
Schindler's List,Thomas Keneally,,1982.0,15.0,
Killer Hair,Ellen Byerrum,,2003.0,3.0,
The General's Daughter,Nelson De Mille,,1992.0,47.0,
"Murder in Central Park : A Bill Donovan Mystery (Jahn, Mike. Bill Donovan Mysteries.)",Not Found,Not Found,,,
LIFE WITH BILLY : LIFE WITH BILLY,Vallee,,1989.0,1.0,
The Starlight Princess and Other Princess Stories,Annie Dalton,,1999.0,1.0,
Mother and Daughter Tales (An Abbeville Anthology),Not Found,Not Found,,,
I'm Not in the Mood: What Every Woman Should Know About Improving Her Libido,Not Found,Not Found,,,
Celebrate the Seasons,"Phyllis Stanley, Miltinnie Yih",,1986.0,2.0,
NIV Womens Devotional Bible 2,Zondervan Publishing Company,,1997.0,2.0,
Father and Daughter Tales (An Abbeville Anthology),Josephine Evetts-Secker,,1997.0,1.0,
The Super Coupon Shopping System: Ingenious New Ways to Save $$$$ on Every Shopping Bill,Not Found,Not Found,,,
Great theme parties for children,Irene N. Watts,,1991.0,2.0,
Food for the Hungry Heart: Daily Devotions for Overeaters (Serenity Meditation Series),Not Found,Not Found,,,
Becoming a Woman of Excellence,Cynthia Heald,,1999.0,1.0,
A Murder of Quality (Thorndike Press Large Print Basic Series),Not Found,Not Found,,,
Sugarplum Dead: A Death on Demand Mystery (Death on Demand Mysteries (Hardcover)),Not Found,Not Found,,,
Resort To Murder: A Henrie O Mystery,Not Found,Not Found,,,
No Language but a Cry (Laurel-Leaf Library),Richard Anthony D'Ambrosio,,1971.0,1.0,
Rivethead : Tales from the Assembly Line,Not Found,Not Found,,,
The Vine of Desire: A Novel,Not Found,Not Found,,,
A Whack on the Side of the Head: How You Can Be More Creative,Not Found,Not Found,,,
It's My F---ing Birthday : A Novel,Not Found,Not Found,,,
The Polygamist,Anna LeBaron,,2017.0,5.0,
Hells Island,Matthew Reilly,,2006.0,5.0,
Work Clothes (Chic Simple) : Casual  Dress for Serious Work (Chic Simple Guides),Not Found,Not Found,,,
Worker in the Cane: A Puerto Rican Life History,Not Found,Not Found,,,
Underboss: Sammy the Bull Gravano's Story of Life in the Mafia,Not Found,Not Found,,,
The Heartbreak Handbook: How to Survive the Worst 24 Hours of Your Life and Move on,Not Found,Not Found,,,
My Secret History,Paul Theroux,,1989.0,13.0,
The Would-Be Widow,Mary Jo Putney,,1988.0,2.0,
The Presents of Angels,Warren J. Ludlow,,2002.0,1.0,
How to Stay Married &amp; Love It: Solving the Puzzle of a SoulMate Marriage,Jilly Cooper,,1969.0,2.0,
Religious Nationalism: Hindus and Muslims in India,Not Found,Not Found,,,
Book Club,"Grady Hendrix, Bahni Turpin",,2020.0,6.0,
The Death of a Dancing Fool (Berkley Prime Crime Series),Not Found,Not Found,,,
Goodbye Doesn't Mean Forever,Lurlene McDaniel,,1989.0,4.0,
Beauty: A Retelling of the Story of Beauty and the Beast,Not Found,Not Found,,,
Financing Your Business (Made E-Z Guides),Harold R. Lacy,,2001.0,1.0,
Night Storm,Margaret Pargeter,,1983.0,3.0,
The Enemy Within,Larry Bond,,1996.0,4.0,
The Ten Thousand,Alix E. Harrow,,2019.0,9.0,
Lick the Sugar Habit,Nancy Appleton,,1985.0,5.0,
SPENDING: A Novel,Not Found,Not Found,,,
Deep Water Passage,Ann Linnea,,1993.0,3.0,
In Maremma: Life and a House in Southern Tuscany,Not Found,Not Found,,,
Ender's Game,Orson Scott Card,,1985.0,104.0,
The Way You Wear Your Hat: Frank Sinatra and the Lost Art of Livin',Not Found,Not Found,,,
Boomers Really Can Put Old on Hold,Barbara Morris,,2002.0,1.0,
Living in Shadows: How to Help the Stray Cat in Your Life (Without Adding To the Problem),Not Found,Not Found,,,
I Should Be Extremely Happy in Your Company (Lewis &amp; Clark Expedition),Not Found,Not Found,,,
Rebel Private: Front and Rear : Memoirs of a Confederate Soldier,Not Found,Not Found,,,
French Impressions: The Adventures of an American Family,Not Found,Not Found,,,
The Bay of Angels,"Anita Brookner, Eleanor Bron",,2001.0,11.0,
